id,W,X,Y,Z
8572,27.5,196.7,49.86,106.6
8573,7.1,180.2,54.84,134.1
8574,11.7,179.2,52.18,133.5
8575,24.8,166.3,45.6,105.6
8576,14.9,186.9,49.02,106.1
8577,1.2,196.4,49.11,104.6
8578,45.7,190,44.95,108.5
8579,17.4,150.1,63.4,133.1
8580,31.5,175.9,48.55,122.7
8581,10.8,147.9,45.96,89.2
8582,20,174.6,49,119.6
8583,24,180.3,51.31,124.3
8584,16.3,178.1,52.9,129.7
8585,2.6,221.8,44.52,112.6
8586,4.2,178.4,58.06,125.4
8587,10.8,168.2,54.89,130.8
8588,39.7,202.7,50.61,128.7
8589,55.8,154.2,44.97,99.5
8590,0.6,187.5,54.35,117.9
8591,12.8,187,56.05,104.4
8592,15.6,150.7,59.32,117.4
8593,52.7,146,45.66,92.5
8594,24.1,160.9,40.66,86.6
8595,8,166,45.27,93.9
8596,11.7,188.1,53.34,123.9
8597,1.8,172.6,46.92,109.2
8598,50.6,160,52.22,119.1
8599,13.6,157.5,37.03,86
8600,7.6,153.5,42.98,87.9
8601,6.3,219.6,56.34,123.6
8602,39.4,201,33.08,95.7
8603,26.3,192.4,60.56,123.1
8604,17.9,137.5,56.66,121
8605,46.1,200.6,45.51,109.7
8606,74.2,189.5,55.37,136.4
8607,31.9,217.9,56.78,136.9
8608,16.7,146.3,43.47,95.9
8609,31.8,181.9,46.88,113.8
8610,23.3,223.7,58.85,151.5
8611,29.3,194.4,37.91,82.8
8612,27,154.2,49.6,103.4
8613,23.1,179.5,38.77,77.5
8614,6.2,179,51.37,110.5
8615,14.2,169.1,50.55,91.3
8616,31.4,185,48.75,131.6
8617,55.3,193.4,45.71,102.2
8618,32.2,177.8,49.26,114.9
8619,47.1,187.6,45.45,123.5
8620,44,163.3,35.1,79
8621,2.9,189,42.17,112.7
8622,25.6,192.3,42.97,118.4
8623,0.2,178.7,37.99,94.6
8624,3.3,182.3,51.75,135.5
8625,6.5,217.1,50.57,117.3
8626,1.7,194.8,61.53,140.7
8627,5.5,191.7,50.39,124.1
8628,14.5,198.5,45.24,129
8629,72.3,174.7,48.71,88.8
8630,18.6,193.9,52.74,119.1
8631,48.9,174.5,46.31,107.9
8632,93.1,174.2,43.64,112
8633,13.2,202.5,55.11,131.8
8634,77.5,185.4,52.57,127.8
8635,6.1,182.8,43.7,115.2
8636,1.9,203.4,37.53,99.2
8637,116,149.4,54.35,103.9
8638,2.6,199.9,46.63,118.4
8639,14.7,211.7,56.83,133.9
8640,9.3,196.4,48.83,111.6
8641,21.1,210.5,48.25,116.1
8642,2.2,166.8,47.56,113.1
8643,25,166.3,56.69,121.5
8644,2.2,164.2,53.98,115.4
8645,60.8,208.1,57.7,136
8646,11.8,160.5,63.57,145.4
8647,60.1,200.5,40.83,122.4
8648,20.9,149.7,43.91,86.3
8649,77.4,149.9,59.67,109.8
8650,17.4,153.7,51.69,112.6
8651,36.9,184.7,55.01,119.5
8652,0.9,174.4,60.52,115.5
8653,2.9,161.2,51.96,124
8654,6,208.6,41.59,103.1
8655,29.3,211.1,43.32,108.3
8656,5.6,157.9,44.98,87.8
8657,5.9,151.6,35.85,93.9
8658,25.5,168.5,63.06,123.2
8659,13.2,164.7,57.2,128
8660,33.3,159.4,52.98,99.4
8661,36.6,177.7,51.6,99
8662,43.4,192.9,41.52,101
8663,3.7,150.8,61.36,113.1
8664,46.1,189.4,50.64,123.8
8665,35.2,198.9,61.01,128.9
8666,1.9,209.9,42.88,125.7
8667,25.5,165.5,50.96,107.7
8668,10.8,171.4,37.34,87.1
8669,36.4,204,54.5,143.5
8670,9.7,198.8,53.13,137.9
8671,23.7,144.4,38.35,76.2
8672,17.3,205.6,45.06,100.8
8673,9.1,130.5,53.26,110.2
8674,13.9,171.8,50.42,105.5
8675,15.7,167.9,46.14,109.2
8676,31.2,214.3,50.91,112.2
8677,9.5,197,44.7,99
8678,17.1,196.2,72.72,149.8
8679,17.7,180.8,52.68,121.7
8680,11.4,191.3,50.1,118.1
8681,28,174.4,49.79,128.1
8682,2.4,198.1,51.87,120.8
8683,4.7,181.2,60.36,139.4
8684,8.1,174.9,48.75,117.9
8685,23.3,209,50.79,128.9
8686,2,174.8,47.82,93.1
8687,10.7,182.8,56.8,109.2
8688,69.7,182.9,56.32,121.1
8689,22.7,164.5,47.06,91.7
8690,8,211,39.51,104.9
8691,8.5,142.5,48.47,112
8692,20,149.5,45.02,101.1
8693,25.8,176.2,56,122.4
8694,8.5,169.6,43.27,100.6
8695,26.9,147.8,46.47,96
8696,44,173.5,43.93,91
8697,5.3,183.7,36.8,99.2
8698,5.2,171.6,51.14,115.2
8699,1.4,199.9,44.73,100.6
8700,0.2,203.3,35.07,99.2
8701,35.1,197.7,46.5,123.6
8702,5.2,182.7,39.82,105.3
8703,6.4,168,45.68,110.1
8704,9,206.2,52.24,105.4
8705,5.1,187.7,47.68,98.3
8706,24.9,169.9,59.43,128.9
8707,34.7,161.1,55.9,134
8708,2.1,171.4,48.4,108.4
8709,32.5,141,54.5,94.1
8710,14.7,178.9,44.67,109.8
8711,57.3,178.4,49.6,118.7
8712,71.7,182.1,45.4,111
8713,4.4,173.4,46.04,103.5
8714,14.4,174.8,46.5,106.8
8715,14,181.3,45.14,101.8
8716,97.2,149,49.98,102.1
8717,0.4,173,46.23,123.4
8718,3.8,172.8,45.5,95.3
8719,12.6,170.2,44.22,100.5
8720,5,200.5,50.51,136.6
8721,12.9,180.2,38.18,91.2
8722,3.7,188.6,48.4,94.4
8723,18.4,171.3,59.05,129.2
8724,16.1,196.8,40.16,94.9
8725,21.4,177.1,49.69,101.2
8726,1,189.5,38.8,76
8727,7.8,166.9,38.37,76.6
8728,7.9,200.7,35.68,79.7
8729,2.5,181.3,41.84,88.8
8730,6.4,175.4,58.96,128.2
8731,77.2,181.1,52.69,128.8
8732,16.9,166.9,55.32,118.7
8733,15.5,164.2,55.66,117.2
8734,0.5,184.9,49.35,111.6
8735,70.3,174.7,55.02,123
8736,14.8,178,52.47,93.5
8737,91.9,184,61.01,132.1
8738,15.3,207.3,55.03,113.1
8739,1.4,191.5,45.75,118.2
8740,36.6,176.8,50.54,115.1
8741,24.7,174.1,64.38,116.6
8742,2.3,167.9,57.5,107.3
8743,35.7,202.5,43.52,112.1
8744,17.3,178.9,54.6,114.6
8745,65,211.4,49.66,101.2
8746,6.5,193.7,49.4,133.4
8747,63.3,180.1,44.75,120.4
8748,66.2,199.3,44.66,124.8
8749,1.1,163.9,59.76,108.9
8750,41.8,185.6,57.92,109.5
8751,21.4,180.2,46.94,107.7
8752,20.7,191.1,55.2,140.1
8753,8.5,207,57.24,131.9
8754,16.2,182.8,46.38,110.3
8755,53.6,202.7,45.42,104.4
8756,33.8,167.7,44.54,107.4
8757,53.1,168.5,52.13,109.4
8758,21.4,157.1,64.46,119.9
8759,24,175.6,49.5,129.4
8760,3.2,166.5,26.89,89.9
8761,13.1,180.3,38.77,110.5
8762,33.3,191.7,46.73,136.2
8763,7.9,166.9,53.32,94.9
8764,45.2,162.4,52.34,109.8
8765,41.8,193.9,53.07,124.5
8766,13.1,173.1,53.19,117.2
8767,32.7,187.2,46.63,120.6
8768,3.2,175.6,42.57,105.4
8769,3.1,206.9,45.85,119.3
8770,23.9,221.9,42.74,126.6
8771,22.9,191.9,41.5,86.6
8772,36.1,197.8,52.73,119.6
8773,13.5,167.4,34.98,91.3
8774,60.4,205.4,62.5,148.9
8775,30,179.7,43.39,95.1
8776,22,184.6,54.49,136.9
8777,8.1,177.6,56.01,111.2
8778,5.5,189.5,43.6,101.7
8779,1.1,159.7,42.3,94.2
8780,79.1,168.5,42.28,110.3
8781,14.7,180.3,46.73,119.2
8782,71.6,161.4,41.43,96.7
8783,20.1,150.1,50.17,88.8
8784,16.8,239.3,53.34,130.1
8785,71.5,172.8,52.71,128.8
8786,3.1,179.2,54.78,114.1
8787,0.6,197.4,40.28,109.6
8788,21.4,240.2,56.11,139.6
8789,74.3,170.7,40.35,96.1
8790,8.9,190.6,60.06,133.9
8791,2.4,178.9,56.38,122.1
8792,73.9,192.3,53.87,125
8793,17.2,188.3,51.33,130.3
8794,1,167,51.65,121.1
8795,18.3,189.2,56.55,121.5
8796,76.1,172.3,49.66,113.3
8797,1.2,156.4,55.74,109.5
8798,16.4,190.4,50.63,125
8799,22.4,187.4,54.63,129.8
8800,22.7,188.6,51.89,108.7
8801,14.8,203.7,38.17,133.3
8802,8,203.5,44.77,115.7
8803,8.2,181.6,48.96,120.9
8804,39.6,207.8,47.27,113.9
8805,1.1,138.1,58.18,104.2
8806,27,188.6,55.95,122.1
8807,20.2,161,47.4,92.1
8808,3.6,166.9,53.08,120.1
8809,21.5,208,58.24,133.4
8810,1,154.8,53.2,112.4
8811,9,209.3,43.68,117
8812,65.9,214.1,45.88,118.6
8813,23.1,182,37.26,113.9
8814,5.6,216.8,49.66,115.6
8815,13.7,180.5,60.6,118.1
8816,4.3,190.6,39.56,105.1
8817,19.3,196.4,55.11,128.7
8818,47.8,183.3,56.01,107.8
8819,13.4,164.9,50.43,110.1
8820,11.3,165.9,51.61,100
8821,8,186.4,49.24,118.6
8822,4.9,170.3,50.17,117.9
8823,11.6,178.8,54.7,135.6
8824,8.7,230.6,57.98,131.9
8825,9.4,173.4,50.78,116.6
8826,41.5,213.2,49.37,114.4
8827,10,189,52.83,123.9
8828,6.3,177,62.91,142.4
8829,1.9,155.1,55.33,105.6
8830,42.4,153.3,49.48,117.2
8831,37.7,144.8,50.48,104.4
8832,25.2,180.6,55.75,130.5
8833,52.7,201.2,54.11,113.9
8834,10.3,182.1,56.81,117.9
8835,4,173.6,42.32,105.1
8836,2,190.5,50.4,133.7
8837,14.2,154.8,53.41,105.6
8838,1.8,176.5,45.88,98.8
8839,55.2,152.9,46.11,95.6
8840,8.7,168.3,39.09,92.5
8841,35.5,174.1,45.65,104.7
8842,17.5,214.6,57.23,178.5
8843,62.9,204.3,46.8,118.2
8844,4.1,178.2,42.45,87.3
8845,6.7,210,48.93,115.3
8846,7,193,61.76,132.1
8847,35.6,137.3,48.47,90.3
8848,29.1,182.6,56.55,127.3
8849,2.9,164.7,49.15,112.8
8850,31.7,165.3,55.43,108.7
8851,31.2,172.3,48.58,111.2
8852,32.2,179.7,59.06,129.1
8853,11.1,211.4,46.38,117.7
8854,8.5,192,64.54,131.6
8855,22.3,169.2,54.42,107.8
8856,50.2,194.7,48.38,115
8857,7.5,178.4,43.96,100.3
8858,3.2,213.3,56.53,132.7
8859,14.3,187.9,46.49,114.6
8860,50.7,146.4,53.08,116.6
8861,14.1,180.5,46.6,109.5
8862,16.7,178,54.59,114.3
8863,7.4,217.6,45.72,116.1
8864,8.1,202,51.64,115.5
8865,15.8,171.4,59.39,121.9
8866,2.9,210.5,49.81,125.5
8867,37.7,166.1,52.73,116.4
8868,33.9,186.3,44.45,110.4
8869,10.3,188,59.72,125.5
8870,20.2,179.5,50.96,120.8
8871,5.1,185.1,56.74,124.6
8872,13.2,193.3,56.51,144.7
8873,28.7,188.5,58.89,139.5
8874,2.4,176.5,48.25,113.2
8875,23.5,183.9,55.48,105.8
8876,40.8,176.8,44.68,126.2
8877,25.7,219,57.88,133.9
8878,30.2,211,44.85,100.6
8879,21.3,173.4,58.19,120.7
8880,2.3,188.7,59.35,115.9
8881,3,144.4,52.36,111.7
8882,34.1,190.1,38.52,101.4
8883,16.7,175.7,51.9,118.3
8884,0.6,205.6,48.62,120
8885,4,183.8,48.33,116.5
8886,40.5,127.4,49.12,93.6
8887,15.2,169.9,59.95,125
8888,1.4,182.9,58.47,111.6
8889,29.4,224.9,49.96,145.2
8890,21.4,180.4,49.47,99.2
8891,34.3,190.9,48.84,103.9
8892,1.4,188.5,53.59,113.6
8893,48,215,46.49,108.5
8894,27.4,189.5,33.67,90.5
8895,5.2,208,55.8,120.6
8896,95.2,182.9,44.71,96.3
8897,4,196,46.59,96
8898,31.6,146.2,62.69,111.7
8899,4.4,169.9,59.84,108.6
8900,5.7,207.7,50.99,114.4
8901,32.5,223.7,42.28,112
8902,20.7,185.6,44.35,112.2
8903,23.3,191.4,47.3,106.9
8904,23,157.1,58.54,121.5
8905,10.7,200,46,117.2
8906,9.2,180.6,55.96,111.7
8907,7.1,179.1,46.87,116.5
8908,0.7,210.1,47.01,111.2
8909,76.9,162.7,56.34,113.9
8910,19,158.9,46.21,113.2
8911,57.1,185.8,48.86,107.5
8912,86.2,178.3,41.75,91.8
8913,46.5,195.6,48.56,109.5
8914,2.8,173.4,52.28,86.6
8915,3.6,155.5,60.33,121.2
8916,22.4,151.7,59.68,119
8917,28.3,220.9,57.45,133.1
8918,3.3,189.9,55.74,134.3
8919,2.7,177.8,50.44,107.6
8920,36.2,172.4,56.39,119.2
8921,11.5,192.2,57.23,107.8
8922,4.9,201.4,49.21,115.9
8923,38.5,185.5,45.31,120.9
8924,25.2,151.8,45.85,110.5
8925,48.9,164.3,51.12,115.7
8926,2.4,178,48.92,111.3
8927,14,131.3,59.8,102.4
8928,10.5,193.1,56.6,119.1
8929,20.2,178.8,57.91,138.6
8930,15.2,172.5,55.71,106
8931,33.3,152.3,53.47,93.1
8932,14.5,179,49.17,114.2
8933,21.3,221.2,45.47,125.2
8934,57,140.2,49.16,95.3
8935,5.3,178.2,48.28,111.8
8936,5,195.4,52.66,118.8
8937,8.4,176.6,43.79,86.5
8938,9.5,162.9,57.7,121
8939,4.2,167.9,46.61,99.8
8940,23.7,225,53.65,136.2
8941,1.9,161.1,56.33,125.6
8942,1.2,184.6,52.82,121.3
8943,8.6,158.6,42.65,84
8944,26,193.1,54.68,127.5
8945,28.3,155,46.1,107.3
8946,101.1,158,47.78,109.6
8947,1.9,197.1,59.96,135.4
8948,1.1,159.5,36.33,87.3
8949,15.1,179.5,52.24,127.1
8950,9.8,189.1,42.24,111.4
8951,7.3,188.2,52.06,114.5
8952,24.8,236.4,44.3,135
8953,35.7,168.7,42.3,96.5
8954,53.9,206,40.89,130
8955,18.3,190.9,50.75,122.4
8956,6.2,184.1,59.02,112.9
8957,14.7,188.4,46.47,108.3
8958,15.6,148.4,53.45,114.4
8959,37.6,143.7,58.9,113.4
8960,17.8,183.7,49.22,121
8961,5.5,208.7,55.47,133.2
8962,3.8,179.9,48.67,105.7
8963,2.8,169.2,48.99,103.4
8964,1.4,161.2,38.31,77.2
8965,25.4,149.7,38.44,95.9
8966,1.4,212.2,46.56,102.4
8967,10.8,177.3,47.89,95.4
8968,11.2,175.6,49.28,112.7
8969,68.3,200.1,62.11,129
8970,23.8,187.4,45.09,118.6
8971,0.7,196.7,48.3,115.9
8972,21.7,175.7,47.96,107.8
8973,36.8,189.6,46.56,117.3
8974,8.1,143.7,53.43,121.9
8975,0.6,184.7,55.07,128.2
8976,5.8,167.7,40.8,97.5
8977,114.2,155.1,44.36,100.5
8978,55.3,180.9,42.02,96
8979,1.8,198.7,60.41,129.9
8980,0.7,191.5,58.79,131.1
8981,23.8,142.8,58.64,102
8982,19.5,188.4,49.7,117.3
8983,23.5,168.9,47.55,108.6
8984,19.8,189.7,57.41,129.9
8985,42.9,207.2,52.42,135.2
8986,40.9,191.4,39.31,105
8987,7.4,185.2,47.43,96.1
8988,0.4,228.2,38.57,86.2
8989,4.9,177.6,69.49,128.3
8990,0.9,232.7,42.32,124.1
8991,3.4,167.1,56.83,111.9
8992,72.6,184.5,53.77,124.7
8993,6.4,164.6,60.38,124.6
8994,19.4,170.9,53.5,98.9
8995,1.7,201,34.29,113.9
8996,0.3,153.8,35.34,79.7
8997,14.3,193.6,55.24,97.8
8998,22.4,183.6,60.87,131.7
8999,15.6,184.6,55.96,123.9
9000,6.9,187.1,40.79,100.4
9001,4,227.3,49.63,137.7
9002,32.2,176.8,57.47,115.7
9003,87.6,205.7,35.77,102.4
9004,0.7,215.1,59.92,132
9005,9.1,212.7,50.87,112.2
9006,13.5,206.1,60.4,152.2
9007,4.7,136.5,45.92,100.5
9008,25.2,201.4,48.96,125.1
9009,18.8,210.3,55.5,110.1
9010,27.6,192.9,50.8,121.5
9011,46.5,206.2,61.57,133.8
9012,1.8,174,46.9,110
9013,57.1,189,44.44,131.1
9014,45.8,196.2,50.84,98.8
9015,1.5,156.1,56.68,112.3
9016,8.5,192,49.54,114.3
9017,65.4,135.2,57.77,90.1
9018,10.1,187.9,42.08,109.8
9019,8.5,223,53.64,132.5
9020,15.4,200.7,63.53,135.6
9021,2.8,156,44.09,99.4
9022,0.8,175.4,41.99,95.3
9023,0.8,211.2,49.55,126.3
9024,1.9,186.1,62.19,122.2
9025,3.1,174.3,66.54,154.9
9026,6.7,189,54.17,130.4
9027,63.5,181.2,48.04,106.8
9028,13.2,155.6,54.89,112
9029,63.7,131,52.67,118.2
9030,11.7,163,48.62,105.6
9031,23.3,216.5,44.7,123.5
9032,156,130.5,52.66,111.2
9033,5.2,200.1,49.75,123.8
9034,70.6,176.6,52.97,116.4
9035,77,216.2,46.32,116.6
9036,13.4,179.3,39.21,105
9037,5.5,194.6,49.74,109
9038,41.4,191.2,49.45,118.7
9039,6,147.8,54.03,114.9
9040,43.3,164.8,51.48,95
9041,32.8,185.3,47.13,104.9
9042,25.5,190.2,54.3,123.4
9043,25.3,188.9,47.49,122.6
9044,30.7,221.4,36.34,103.7
9045,2.4,185.6,48.96,134.8
9046,18.9,153,41.82,89.2
9047,21,183.7,59.79,123.2
9048,6,189.8,48.16,122.3
9049,91.4,199.7,65.52,134.8
9050,20.2,188,50.15,101.9
9051,33.9,172,46.09,111.3
9052,61.7,158.6,46.04,110.5
9053,16.5,142,60.7,106.8
9054,31.5,189.4,54.18,124.8
9055,3.3,177.7,36.79,102.6
9056,7.8,172.8,54.15,113.1
9057,26.5,196.9,53.14,117.8
9058,89.5,175.2,55.07,123.3
9059,18.5,196.6,74.75,146.1
9060,0.2,134.3,43.17,95.8
9061,11.5,161.3,52.9,112.1
9062,18.3,177.7,41.06,99.6
9063,34.6,155,60.89,126.1
9064,10,160.2,46.96,111.7
9065,2.7,169.8,61.25,140.6
9066,17.3,192.2,49.82,117.7
9067,11.5,179.6,47.23,99.4
9068,21,209.5,64.26,125.1
9069,50.5,214.6,43.83,126
9070,6.3,202.3,51.29,111.2
9071,40.6,199.2,49.26,110.3
9072,7,160.1,42.13,100.1
9073,6.6,167.1,52.03,131.9
9074,18.7,173.5,45.98,110.7
9075,12.7,202.1,65.29,139.2
9076,23.6,174.4,51.45,122.3
9077,2.8,166.6,54.83,109.8
9078,37.1,137.2,50.14,98.9
9079,7.3,163.9,53.96,115.4
9080,0,215,50.69,131.8
9081,1.8,207.8,51.29,116.8
9082,5.1,144.2,46.78,98.7
9083,57.1,210.2,44.91,132.8
9084,18.1,174.9,49.6,107.7
9085,33.1,219.1,53.92,136.1
9086,7,179.3,55.03,123.4
9087,2.9,202.7,52.99,118.3
9088,13.8,192.5,42.42,124
9089,32.6,167,53.52,109.3
9090,32.5,213.6,42.56,117.2
9091,14.7,199.5,44.33,127.4
9092,2.7,168.1,54.54,125.6
9093,49.4,161,54.13,127.4
9094,30.9,204.2,43,93.9
9095,8.3,179.8,58.82,135.7
9096,31.8,179.7,47.5,95.7
9097,6.7,162.8,51.82,110.3
9098,13.5,180.1,41.21,108.9
9099,3.4,200.2,37.33,111.6
9100,35.8,186.6,61.25,137.2
9101,43,174.4,48.73,113.8
9102,4.3,148.3,55.87,116.2
9103,28.7,172.3,52.77,116.2
9104,48.5,207,48.56,106.6
9105,17.3,152.7,53.09,103.4
9106,24.6,178.2,44.58,102.5
9107,57.1,211.1,53.8,134.5
9108,22.2,189.9,40.9,103.4
9109,10.9,147.2,56.01,119.4
9110,15.7,199.2,39.65,95.9
9111,8.1,207.7,62.58,149
9112,2.2,198.4,43.54,101.9
9113,34.9,168.2,69.39,142.5
9114,4.7,182.5,46.99,117.2
9115,1.4,212.7,47.79,105.1
9116,18.2,192.9,61.37,138.6
9117,62.7,220.4,42.59,138.9
9118,17,165.4,43.26,100.3
9119,5.1,169.7,43.71,107.5
9120,1.5,169.5,57.84,125.4
9121,11.4,178.4,50.97,115.2
9122,15.3,160.3,38.79,101.3
9123,1.4,195.8,53.26,116.9
9124,9.3,148.7,44.03,78.5
9125,49.8,166.6,45.17,98.5
9126,11.6,162.6,49.22,90.9
9127,7.2,166.2,45.63,95.8
9128,24.9,226.7,52.93,133.1
9129,23,179.8,54.87,143
9130,5.2,215.3,51.95,133.8
9131,13,174.8,41.8,106.6
9132,16.8,165.4,48.96,97.3
9133,20.1,186.3,64.64,123.8
9134,28.6,195.8,35.88,102.1
9135,20.8,224.6,54.52,129.8
9136,14.1,201.9,55.32,126.8
9137,4.5,224.3,41.12,111.3
9138,32.2,202.2,57.87,131.6
9139,4.5,212.3,61.26,136
9140,11.8,205,52.69,113.5
9141,5.8,182.1,54.24,124.7
9142,17.7,192.5,53.69,107.7
9143,4.4,123,55.93,118.3
9144,1.2,205,48.68,127.2
9145,0,186.3,46.41,98.7
9146,2,180.1,52.89,117.9
9147,41.8,150.1,50.5,105.7
9148,15,167.7,57.51,93.2
9149,38.1,165.8,38.86,102.2
9150,11.3,178,49.12,113.6
9151,3.7,185.8,50.19,115.5
9152,4.3,176.2,56.43,120.4
9153,13.5,201.8,47.39,137.6
9154,32.7,189.3,55.71,138.3
9155,0.2,213.2,45.49,122.7
9156,19.6,177.2,41.62,118.9
9157,21.5,148.6,52.3,110.4
9158,23,199.9,53.06,120.6
9159,13,169.8,47.81,96.8
9160,3.7,188.6,54.57,105
9161,37.1,187.1,35.31,122
9162,22.4,183.6,44.3,110.3
9163,1.3,167.9,61.37,118
9164,45.7,132,45.68,89.6
9165,152.6,166.2,49.99,105.6
9166,41.4,204.6,59.07,141.6
9167,23.7,184.2,41.63,102.9
9168,40.7,196.6,45.03,138.5
9169,16.9,190,44.21,89.5
9170,17.5,154.4,59.09,111.7
9171,0.3,172.7,59.67,129
9172,9.4,167.4,64.1,130.1
9173,11.4,181.2,50.57,115.1
9174,11.8,188.1,54.75,120.1
9175,3.3,192.9,50.59,132.8
9176,60.8,190.6,43.07,119.5
9177,82.6,137.6,54.54,106.2
9178,47.8,177.9,51.54,112.1
9179,0.4,168.1,57.55,130.5
9180,26.8,172.3,45.37,109.2
9181,37.6,186.6,43.67,106.8
9182,59,162.4,45.16,96.7
9183,13.5,177.1,48.05,110.7
9184,10.1,161.8,52.71,116.4
9185,22.8,195.4,50.45,130.6
9186,8.1,186.2,38.18,107.1
9187,1.1,186.6,42.99,114.4
9188,3.4,174.6,36,94.4
9189,8.9,185.2,54.2,127.7
9190,67,194.6,50.97,130.7
9191,3.3,186.3,50.88,111.6
9192,38.5,144.5,46.41,89.9
9193,18.2,143.6,54.89,97.9
9194,4.2,154.8,44.93,96.3
9195,9.3,160.2,49.12,98.4
9196,12.3,213.2,48.96,120.1
9197,3.1,158.4,54.64,103.9
9198,70.8,152.8,52.09,110.4
9199,51.5,180.2,34.73,97.3
9200,2.7,195.5,43.19,112.1
9201,20.7,160.3,51.37,130.7
9202,0.4,214.9,53.15,108.2
9203,39.5,166.4,41.03,105.8
9204,7.2,147.9,36.34,83.3
9205,12.7,197.9,56.83,136.9
9206,7.2,168.6,50.27,118.6
9207,47.6,197.7,49.05,119
9208,1.8,212,49.43,132.4
9209,5.5,187.2,45.81,105.7
9210,18.3,175,42.3,106.1
9211,40.4,182.9,44.64,121.9
9212,19.2,152.7,42.25,83.3
9213,14.2,199.2,45.57,85.9
9214,38.3,130.1,49.5,94.5
9215,29.5,195.7,55.64,134.3
9216,13.4,178.2,47.28,90.3
9217,1.6,174.8,51.24,121.8
9218,39.6,196,45.85,100.7
9219,7.5,167.6,46.84,118.3
9220,0.3,176,49.23,104.9
9221,16.3,180.9,37.95,105.5
9222,24.9,175.7,48.72,113
9223,96.3,195.6,60.22,133.2
9224,7.4,196.2,40.56,116
9225,2.2,117.4,49.03,102
9226,7.1,177,55.79,119.9
9227,26.4,174.3,43.7,110.3
9228,47.9,171.8,55.3,114.6
9229,25.8,159.7,55.28,99.6
9230,41.9,187.3,46.63,113.2
9231,2.8,173.3,56.85,120.3
9232,2.5,181.1,50.6,114.7
9233,0.6,190.1,52.71,134.5
9234,63.1,167.1,55.86,110.6
9235,8.2,204.4,49.76,109.6
9236,2.1,187.1,39.97,104.1
9237,12.6,168.8,58.01,125.9
9238,66.6,165,50.84,95.1
9239,12.7,176.1,56.26,111.7
9240,0.2,181.5,52.31,137.3
9241,12.4,195.5,41.67,104.8
9242,10.4,212.7,67.85,149.3
9243,16.9,168.5,41.69,111.3
9244,6.4,170.1,48.83,86
9245,13.9,180.6,47.11,108.7
9246,17.4,158.4,48.55,103
9247,8.4,209.8,46.52,133.6
9248,7.3,203.9,57.05,116.3
9249,16,148.4,49.8,109.8
9250,85.6,174.2,24.35,65.5
9251,33.2,167,60.12,123.4
9252,8.5,161.4,58.94,121.3
9253,24.4,171.6,44.69,117.1
9254,9.5,222.7,45.68,115.5
9255,87.7,194.1,60.89,121.3
9256,0.1,225.8,54.42,126.4
9257,5.1,152.9,56.85,106.5
9258,21.5,185,43.02,110.2
9259,91,154.1,41.43,98.5
9260,13.5,170.7,52.08,99.3
9261,42.5,169.1,50.38,109.7
9262,13.3,154.3,43.14,104.7
9263,1.5,196.8,71.12,145
9264,25.2,193.7,59.3,130.1
9265,5.1,159.7,53.7,112.3
9266,32.2,188,33.56,99.4
9267,14.9,164.9,35.28,89.5
9268,0.3,173,45.98,133.3
9269,13.7,174.9,47.94,113.3
9270,61.1,134.8,56.35,111.7
9271,38,205.1,53.21,136.7
9272,2.2,205.7,34.39,107.4
9273,14.8,186.1,34.59,106.4
9274,49.3,154.2,49.7,122
9275,44.9,162.2,53.12,98.5
9276,26.8,159.5,56.17,121.6
9277,26.1,156.4,56.54,130.3
9278,48.5,219,44.88,111.8
9279,3.4,195.5,39.14,99
9280,63.5,169,51.54,96.8
9281,50,191.1,49.28,118.9
9282,6.4,209.8,51.85,123.6
9283,0.1,168.6,36.68,97.8
9284,8.8,158.9,53.49,112.5
9285,56.1,189.2,47.94,123.8
9286,6.6,175.7,43.18,106.3
9287,1.9,194,39.99,107
9288,2.3,220.3,50.61,132.2
9289,27.9,150.5,51.05,117.2
9290,12,188,67.68,139.1
9291,28.4,168.2,62.79,123.8
9292,56,186.3,47.3,88.8
9293,24.5,192.9,51.24,125
9294,1.6,166.7,63.24,127.4
9295,108.1,200.7,38.94,107
9296,58.4,171.6,50.21,113.8
9297,11.3,200.5,42.45,93.4
9298,0.8,163.5,42.18,98.2
9299,2.9,158.4,55.72,114.7
9300,9.3,192.3,64.77,156.9
9301,58,208.4,48.31,106.3
9302,28.6,164.8,56.19,131.3
9303,5.5,216,43.45,109.6
9304,20.4,146.5,47.53,99.1
9305,1.3,183.3,53.7,125.1
9306,1.3,203.2,44.08,117.1
9307,12.6,193.2,44.8,109.9
9308,64.6,214.6,51.65,113.2
9309,4.6,164.6,51.51,105.7
9310,15.3,185.2,57.29,119.6
9311,69.3,200.4,38.62,113.1
9312,25,174.2,51.32,106.2
9313,46.5,202.1,55.08,107.6
9314,40,176.2,47.59,105.9
9315,54.8,160.4,62.12,124.5
9316,9.4,196.2,54.6,119.9
9317,29.2,202.9,53.27,139
9318,2.6,186.7,58.52,125.2
9319,19.9,200.5,30.65,108.2
9320,6,162.1,47.02,113.4
9321,27.6,179.6,61.33,115.8
9322,4.2,145.3,53.32,119.6
9323,1.5,183.4,47.47,107.4
9324,2.7,229.9,39.76,128.6
9325,11.9,172.4,62.58,124.6
9326,10.2,199,37.86,102.4
9327,14,198.6,45.24,115
9328,3.8,195.1,63.47,140.9
9329,4.5,190.9,45.02,109.3
9330,27.4,174,47.08,103.8
9331,1.3,172,42.44,103.8
