N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare,r
96,20,123,7.82,35.01,Loamy,0.43,25.79,40.89,2005.49,5.93,8.16,North,1128,Zaid,Sugarcane,Sprinkler,282.39,18.22,75.12,0.40195192461521956
85,60,113,5.44,44.47,Loamy,0.88,12.68,58.49,543.91,8.44,7.87,North,572,Kharif,Sugarcane,Drip,274.42,14.13,74.16,0.3572419681701362
126,68,60,4.84,43.23,Silt,1.0,35.04,89.5,2006.25,4.72,9.08,West,118,Zaid,Sugarcane,Sprinkler,211.63,5.39,74.64,0.08387373855201208
156,46,141,5.55,45.35,Silt,0.66,37.12,30.28,1359.2,4.95,10.87,Central,1235,Rabi,Sugarcane,Sprinkler,341.31,11.14,77.05,0.5030683226320282
91,60,94,5.37,38.68,Clay,1.3,38.39,51.88,1565.46,10.27,5.53,Central,1300,Zaid,Sugarcane,Sprinkler,234.95,22.65,75.64,0.049158523621427586
71,22,102,5.86,56.1,Loamy,0.56,38.11,50.82,380.19,4.39,3.06,North,2088,Rabi,Sugarcane,Sprinkler,141.54,14.14,74.75,0.853629928527957
135,89,67,5.68,41.7,Silt,0.92,29.92,85.76,2535.63,5.75,2.55,Central,909,Zaid,Sugarcane,Rainfed,259.2,14.59,79.84,0.43902924398044796
160,92,147,6.79,18.66,Clay,0.59,26.41,68.11,598.51,6.65,9.47,Central,27,Rabi,Sugarcane,Canal,233.34,8.51,76.2,0.02899674433594801
170,62,131,7.76,56.92,Silt,0.45,17.15,60.48,1814.86,7.49,6.81,East,1875,Rabi,Sugarcane,Rainfed,263.63,6.45,75.18,0.6898210713287619
50,83,30,7.02,44.88,Clay,0.68,10.71,87.71,2456.67,6.54,14.2,East,1355,Rabi,Sugarcane,Canal,258.28,4.64,75.14,0.06449068045584627
176,26,67,7.44,52.21,Clay,0.34,35.5,68.23,1950.66,10.8,14.4,East,710,Rabi,Sugarcane,Rainfed,210.6,7.61,74.92,0.5742935397085736
99,15,137,7.94,58.82,Clay,0.33,21.93,73.97,1458.78,9.54,5.03,Central,170,Rabi,Sugarcane,Rainfed,164.42,2.87,76.31,0.1339748667497812
118,67,45,5.39,55.35,Silt,0.32,18.88,73.54,957.11,9.92,7.38,Central,1491,Rabi,Sugarcane,Drip,155.69,18.18,73.94,0.9246511054051808
150,59,125,5.92,37.26,Sandy,1.27,23.41,45.91,901.23,10.55,17.92,West,1383,Kharif,Sugarcane,Drip,129.28,14.12,73.29,0.03417558904108742
128,82,58,6.66,64.19,Silt,1.43,29.96,87.45,1251.9,9.85,9.9,West,384,Kharif,Sugarcane,Rainfed,198.14,12.9,74.93,0.6981169240835235
60,52,70,7.67,58.31,Silt,1.37,38.59,68.07,2022.86,8.65,5.88,South,384,Rabi,Sugarcane,Canal,273.45,4.06,76.25,0.8317853001851593
61,21,90,4.88,24.17,Silt,0.46,18.24,35.26,822.72,6.24,6.09,East,1953,Zaid,Sugarcane,Drip,256.08,2.86,74.0,0.5785853485929497
86,72,109,6.05,26.0,Loamy,0.31,25.55,61.51,1007.84,7.53,6.23,South,228,Rabi,Sugarcane,Sprinkler,177.66,9.34,74.16,0.07509364580531397
126,53,149,6.56,17.29,Clay,1.3,29.08,49.82,1261.03,8.29,14.53,South,1759,Zaid,Sugarcane,Drip,205.78,16.29,74.87,0.8724628150836742
51,77,52,6.66,39.3,Silt,1.32,24.11,39.96,1479.35,8.47,7.03,North,166,Rabi,Sugarcane,Canal,97.71,13.93,74.99,0.48289443659859865
175,17,89,8.04,16.04,Clay,0.55,10.57,74.93,2017.48,5.09,7.58,Central,902,Zaid,Sugarcane,Canal,141.93,4.45,73.06,0.615214896596914
47,45,91,6.09,46.33,Sandy,1.2,16.09,70.64,1955.37,8.45,9.91,West,2036,Kharif,Sugarcane,Sprinkler,252.28,1.64,74.81,0.22742172872352928
111,43,85,7.7,41.21,Clay,0.98,38.64,85.61,2650.11,10.31,3.87,Central,1963,Kharif,Sugarcane,Canal,84.63,18.06,74.02,0.17132454445437495
160,87,103,7.08,46.21,Silt,0.54,33.48,62.46,1473.24,9.25,2.62,East,589,Rabi,Sugarcane,Rainfed,174.69,21.26,76.89,0.08800602751145226
124,25,56,7.69,45.77,Silt,0.53,11.16,81.26,1739.42,8.61,2.46,Central,1701,Rabi,Sugarcane,Rainfed,71.67,8.44,72.72,0.39006606574762825
62,40,54,6.67,19.41,Sandy,0.9,35.11,78.41,1426.17,4.04,1.9,Central,1285,Zaid,Sugarcane,Canal,162.64,8.66,73.89,0.8635770031391459
45,94,126,7.38,50.9,Loamy,1.35,37.18,85.1,715.84,7.08,12.54,East,1735,Rabi,Sugarcane,Drip,143.75,24.89,72.87,0.7815231295330671
120,92,88,6.93,53.48,Sandy,0.67,32.63,34.89,2649.64,4.4,12.76,South,319,Kharif,Sugarcane,Canal,124.68,8.02,76.61,0.011644899503096218
120,84,96,6.16,20.09,Silt,0.99,10.8,33.88,2565.55,8.56,10.48,West,353,Zaid,Sugarcane,Drip,226.84,10.66,75.08,0.32874598834960655
96,47,40,6.3,16.26,Clay,0.72,11.0,70.13,2415.95,8.34,15.27,South,516,Kharif,Sugarcane,Rainfed,145.0,12.77,74.27,0.553427700787068
167,53,85,6.78,61.05,Clay,1.31,22.04,65.9,661.95,9.36,16.68,South,263,Rabi,Sugarcane,Drip,196.31,8.13,74.86,0.9426097101586556
70,95,22,8.13,54.62,Loamy,0.39,21.59,60.25,320.66,9.96,2.56,West,313,Zaid,Sugarcane,Drip,75.41,6.54,71.14,0.25218198181926943
147,91,56,7.28,19.27,Clay,1.44,26.25,45.93,1417.43,5.08,3.88,West,418,Rabi,Sugarcane,Sprinkler,122.85,13.02,75.66,0.5149294953924828
115,23,114,7.95,50.92,Sandy,0.5,36.75,83.0,1820.68,5.83,8.77,South,755,Rabi,Sugarcane,Canal,227.56,14.03,76.45,0.525360481819498
165,17,82,7.24,20.65,Loamy,0.75,33.94,81.94,450.64,8.01,1.95,North,536,Rabi,Sugarcane,Sprinkler,240.38,8.01,73.87,0.4360482979725878
70,24,113,5.22,59.33,Silt,1.09,22.99,53.52,2001.89,5.51,10.63,East,1676,Zaid,Sugarcane,Rainfed,236.74,19.23,76.15,0.286660581287023
39,34,130,5.56,52.93,Loamy,1.09,37.06,52.26,985.82,4.27,5.6,West,682,Rabi,Sugarcane,Rainfed,305.88,17.97,74.95,0.48499228457749954
106,68,129,5.61,25.58,Sandy,0.75,26.75,30.14,419.15,6.91,8.07,East,1146,Zaid,Sugarcane,Drip,269.91,6.67,74.91,0.3819580190452688
61,84,52,4.95,20.55,Sandy,0.86,11.86,56.5,2272.94,7.93,6.41,Central,2062,Kharif,Sugarcane,Drip,134.41,3.05,74.43,0.11453286832634824
106,35,140,5.06,20.34,Loamy,0.87,21.71,59.66,1445.02,7.71,16.54,East,58,Kharif,Sugarcane,Drip,339.41,10.97,73.85,0.45427072436042526
122,47,131,7.4,39.07,Sandy,0.62,20.18,51.04,729.85,7.29,4.65,South,2081,Rabi,Sugarcane,Drip,235.32,21.9,75.93,0.21171677846196568
69,35,23,6.16,34.51,Sandy,0.31,11.57,31.57,1698.31,9.95,12.98,North,594,Kharif,Sugarcane,Drip,251.65,24.16,75.86,0.030020225717336313
32,70,147,5.7,51.89,Sandy,0.32,39.33,72.19,817.43,4.62,15.3,South,806,Rabi,Sugarcane,Rainfed,102.6,17.16,73.05,0.5167360449400644
72,35,110,6.8,51.0,Loamy,0.62,24.7,75.55,1487.17,10.28,6.14,West,1608,Kharif,Sugarcane,Canal,132.69,24.65,74.06,0.5471276425689006
113,65,32,5.73,56.72,Clay,1.51,27.99,36.38,2054.43,6.7,3.44,Central,225,Kharif,Sugarcane,Rainfed,251.35,2.59,77.82,0.8591303597512333
34,77,27,5.61,25.97,Sandy,1.43,38.27,77.58,745.23,6.78,1.45,North,821,Rabi,Sugarcane,Canal,272.36,20.11,73.67,0.2201098300191635
116,43,141,6.27,49.73,Clay,1.32,27.56,63.99,541.96,8.69,7.25,North,1874,Rabi,Sugarcane,Canal,337.55,3.0,75.04,0.8526661531017207
112,83,132,6.38,56.61,Sandy,1.54,13.58,38.59,1765.93,5.08,2.66,West,1251,Rabi,Sugarcane,Sprinkler,210.85,11.54,77.21,0.5043807042987668
83,43,71,7.11,48.18,Loamy,1.51,11.9,48.01,1082.79,9.09,15.41,Central,2174,Kharif,Sugarcane,Canal,126.6,17.44,73.8,0.4643317447951528
161,61,140,6.47,37.05,Loamy,0.69,24.58,50.04,1739.4,8.92,15.72,Central,805,Zaid,Sugarcane,Rainfed,324.84,21.6,76.7,0.25339810755937264
77,38,89,7.35,16.5,Clay,0.83,27.42,57.37,2583.97,10.9,4.82,East,132,Zaid,Sugarcane,Sprinkler,98.55,1.7,73.98,0.07102456764932663
109,20,136,7.42,54.48,Silt,1.13,39.0,68.89,2719.86,7.17,15.3,Central,2032,Zaid,Sugarcane,Rainfed,243.81,17.49,76.11,0.792003126130196
88,77,145,6.24,38.14,Loamy,0.8,34.97,59.63,2794.73,8.0,8.57,North,305,Rabi,Sugarcane,Rainfed,127.94,4.56,75.26,0.29129374720550527
176,39,73,7.68,30.83,Clay,1.59,36.19,84.56,1019.99,6.7,11.46,West,876,Zaid,Sugarcane,Drip,281.37,13.4,75.16,0.1447106361365199
61,81,31,5.26,17.96,Sandy,0.33,34.51,87.28,1229.18,8.5,15.26,West,1039,Kharif,Sugarcane,Drip,73.29,16.7,71.82,0.4756550309249171
54,30,22,7.72,24.71,Clay,1.14,21.72,38.27,1896.68,10.44,10.3,West,309,Kharif,Sugarcane,Canal,171.19,4.84,74.27,0.6028075322667594
145,69,69,5.18,25.88,Sandy,0.95,13.4,53.19,798.74,9.24,8.7,North,1883,Kharif,Sugarcane,Rainfed,261.48,14.99,74.38,0.9859915721706594
71,40,35,5.74,25.16,Silt,0.69,11.85,49.43,2600.63,6.3,8.25,North,878,Zaid,Sugarcane,Rainfed,135.64,24.32,75.29,0.8621529582931218
130,15,79,6.42,34.31,Silt,0.48,38.87,52.64,2498.26,4.55,1.89,West,1144,Rabi,Sugarcane,Sprinkler,288.73,13.13,78.26,0.5441801159419536
69,65,44,7.86,16.59,Clay,1.12,10.05,54.7,1554.86,8.08,8.95,West,649,Zaid,Sugarcane,Drip,257.7,21.06,73.95,0.6049500131477042
75,96,44,6.92,42.02,Clay,1.1,19.6,74.65,985.49,4.76,3.22,West,1398,Rabi,Sugarcane,Canal,311.04,4.57,75.47,0.4017936703333638
115,62,108,6.15,17.87,Sandy,1.56,37.33,68.87,2779.96,7.43,17.77,North,1654,Kharif,Sugarcane,Drip,148.61,3.24,75.22,0.9089808919148642
170,93,41,6.78,49.65,Clay,1.1,12.65,72.43,1762.75,6.95,17.28,West,1871,Rabi,Sugarcane,Drip,138.29,17.12,74.55,0.6379304895796655
30,30,49,5.73,50.09,Clay,0.94,31.75,57.39,341.37,10.68,9.29,South,1864,Rabi,Sugarcane,Canal,116.44,23.23,71.41,0.36856246902771383
53,63,67,6.27,33.29,Loamy,0.52,11.81,67.45,425.32,8.82,4.44,South,340,Kharif,Sugarcane,Sprinkler,201.31,17.39,73.36,0.7979431892533
59,70,72,5.65,38.34,Clay,1.18,35.13,51.39,1875.07,4.43,9.03,South,1358,Rabi,Sugarcane,Drip,111.49,13.56,74.44,0.7020971883794911
85,41,78,4.88,33.18,Loamy,0.96,33.58,76.05,2037.37,5.23,10.83,Central,1627,Rabi,Sugarcane,Drip,233.4,13.93,73.75,0.9338587957857394
159,36,124,7.56,59.95,Loamy,1.25,22.43,72.22,2722.53,7.25,2.68,Central,2007,Zaid,Sugarcane,Rainfed,241.69,22.55,76.05,0.959916689642091
90,29,136,6.21,41.72,Silt,1.57,26.89,43.33,1627.29,8.12,3.38,North,2173,Rabi,Sugarcane,Sprinkler,338.76,21.43,77.9,0.5830186474441363
115,44,125,5.77,15.39,Sandy,1.6,30.94,60.72,518.09,4.79,1.39,West,1571,Rabi,Sugarcane,Canal,174.67,23.66,73.1,0.12749972667198572
175,53,103,7.16,59.87,Silt,1.39,30.15,82.21,361.46,10.71,3.75,South,1046,Zaid,Sugarcane,Canal,248.64,19.05,76.02,0.7344870403224036
141,28,56,5.74,33.88,Loamy,0.75,13.06,35.41,2330.35,5.32,17.71,West,1879,Rabi,Sugarcane,Sprinkler,327.76,13.37,77.0,0.698635589431956
137,30,148,6.46,28.24,Clay,1.21,12.07,43.38,2380.96,10.96,14.46,South,1820,Zaid,Sugarcane,Canal,171.52,9.6,76.27,0.6335352936161702
143,30,61,8.16,43.82,Silt,0.74,32.87,73.71,2748.37,10.18,9.9,North,1475,Zaid,Sugarcane,Sprinkler,195.21,16.05,74.66,0.24853574392709288
156,70,81,7.08,24.18,Clay,1.06,32.52,33.03,2677.75,4.08,2.04,South,1023,Kharif,Sugarcane,Sprinkler,197.52,3.33,76.61,0.3272211831614539
69,98,145,6.45,59.25,Loamy,0.45,36.98,42.17,1483.58,5.79,13.55,West,1031,Rabi,Sugarcane,Canal,329.43,7.89,76.15,0.6873899126857146
139,73,81,6.47,26.83,Clay,1.52,34.74,37.0,2326.29,7.04,14.82,West,464,Kharif,Sugarcane,Drip,183.23,5.07,75.69,0.04475143392623815
143,81,31,4.85,32.45,Silt,0.53,14.56,67.18,2355.45,4.15,11.36,North,715,Rabi,Sugarcane,Rainfed,266.12,22.41,74.49,0.2964407247793972
46,24,27,7.7,64.05,Silt,1.38,32.74,79.04,1887.82,7.67,14.56,North,252,Zaid,Sugarcane,Canal,277.1,3.92,75.72,0.3811005136118141
121,54,143,7.77,64.22,Loamy,1.53,25.11,39.24,2288.8,7.42,13.22,Central,755,Rabi,Sugarcane,Drip,222.06,16.28,76.91,0.7194702313133812
172,61,116,5.69,48.17,Loamy,1.28,28.54,31.22,1621.45,8.89,1.49,East,183,Kharif,Sugarcane,Sprinkler,275.84,19.73,75.12,0.5488417555934738
80,79,136,7.45,47.52,Clay,1.02,12.17,41.19,1792.52,7.53,7.91,North,1523,Zaid,Sugarcane,Drip,85.04,8.49,74.13,0.9022456230962314
112,95,124,5.49,39.99,Clay,1.56,22.39,69.58,920.42,7.26,2.65,West,24,Rabi,Sugarcane,Rainfed,212.98,20.21,74.31,0.8757170365589394
30,73,80,6.34,43.92,Sandy,0.73,24.78,67.66,2220.04,5.79,6.79,North,1975,Zaid,Sugarcane,Rainfed,305.4,13.72,77.16,0.16473400888772405
30,55,138,7.75,41.88,Sandy,0.5,27.33,42.67,1470.53,9.22,17.02,North,1557,Zaid,Sugarcane,Sprinkler,233.27,23.95,74.02,0.2648662578135714
124,77,91,7.46,23.51,Sandy,1.55,38.75,33.24,955.41,5.61,5.87,East,2127,Zaid,Sugarcane,Rainfed,289.79,18.66,73.72,0.7253896016618326
138,67,43,5.21,41.57,Loamy,1.08,33.07,67.39,1363.58,9.62,2.68,South,960,Kharif,Sugarcane,Drip,301.17,0.47,75.53,0.4412011022129324
156,33,95,5.25,54.67,Loamy,0.66,20.08,42.05,477.89,9.67,11.32,East,621,Rabi,Sugarcane,Drip,161.6,12.62,73.52,0.9760139255987942
160,39,108,8.12,56.04,Sandy,0.94,30.52,70.09,2649.12,4.53,16.14,Central,763,Rabi,Sugarcane,Drip,306.04,3.07,75.91,0.11238297492870941
122,61,43,6.34,60.44,Loamy,1.14,14.04,88.53,2116.83,9.51,14.05,Central,1864,Kharif,Sugarcane,Sprinkler,274.11,2.13,77.89,0.8543459827827155
36,67,77,5.57,16.72,Loamy,1.16,11.99,73.13,1435.18,5.65,14.49,South,1477,Rabi,Sugarcane,Canal,83.3,14.03,72.96,0.7913527236523344
70,84,148,5.51,51.51,Loamy,1.07,20.68,49.28,2584.06,7.59,7.18,South,686,Rabi,Sugarcane,Sprinkler,291.01,14.02,77.27,0.8736338226347001
37,34,60,6.96,38.6,Sandy,1.05,38.11,58.14,2060.35,4.11,6.97,South,1445,Kharif,Sugarcane,Drip,211.52,18.69,76.0,0.8763139699155088
167,16,49,4.84,46.52,Sandy,0.77,15.06,36.64,2757.21,7.97,4.2,East,1306,Zaid,Sugarcane,Canal,192.57,9.0,76.25,0.3006556405607441
90,19,143,6.63,41.21,Silt,0.91,39.52,46.4,1795.08,10.59,2.9,East,735,Kharif,Sugarcane,Rainfed,256.32,7.92,75.23,0.5348727557587553
178,88,147,6.68,25.09,Sandy,0.88,32.09,78.32,1038.34,10.37,9.6,South,1864,Zaid,Sugarcane,Rainfed,349.24,8.09,77.66,0.5491440152414512
60,80,47,5.83,32.0,Sandy,0.72,27.67,75.47,1838.96,7.55,3.55,Central,2196,Zaid,Sugarcane,Rainfed,289.65,18.04,76.85,0.30091907316541877
159,94,57,7.81,46.48,Sandy,0.97,24.96,73.06,1736.84,10.05,8.89,West,895,Kharif,Sugarcane,Sprinkler,178.56,13.52,73.51,0.1671343148693072
33,84,106,7.51,21.85,Clay,1.41,22.22,45.21,625.33,7.54,12.89,West,13,Kharif,Sugarcane,Rainfed,254.56,3.46,71.81,0.23227336479050076
144,43,125,7.88,58.48,Sandy,1.25,21.75,55.98,2682.32,8.42,6.38,South,534,Kharif,Sugarcane,Sprinkler,104.27,9.5,74.92,0.5174610093842912
50,60,100,5.59,16.31,Loamy,1.1,32.06,39.24,2601.96,10.72,16.35,South,1110,Rabi,Sugarcane,Rainfed,314.54,8.84,76.89,0.43239636018509
44,46,60,6.43,39.98,Clay,0.91,15.53,55.2,1664.16,9.64,3.87,North,1194,Kharif,Sugarcane,Drip,190.35,16.06,76.12,0.7152368534826331
152,90,54,5.11,16.25,Loamy,0.45,24.51,76.68,554.34,5.18,8.54,Central,839,Zaid,Sugarcane,Sprinkler,168.68,23.32,72.87,0.9705733326273605
115,99,112,6.41,18.05,Clay,1.08,31.38,78.18,1883.45,5.72,8.61,South,1971,Kharif,Sugarcane,Sprinkler,246.2,0.87,77.66,0.6836995457246208
97,24,57,6.63,45.67,Silt,0.72,37.2,40.09,1985.39,4.5,15.31,North,1027,Kharif,Sugarcane,Drip,75.66,17.29,74.53,0.4870160405162395
148,88,65,5.01,56.35,Clay,1.07,30.13,74.53,946.0,10.71,5.58,South,334,Zaid,Sugarcane,Rainfed,86.35,4.53,74.3,0.21473512512156323
35,34,107,6.5,24.46,Silt,1.01,28.99,86.18,1123.43,4.24,8.17,East,1930,Rabi,Sugarcane,Rainfed,250.18,20.14,75.45,0.28821196844810604
104,27,52,6.73,17.77,Loamy,1.52,25.22,72.72,722.18,10.62,14.98,East,1563,Kharif,Sugarcane,Drip,78.94,4.39,71.83,0.16030903951556885
32,33,46,5.66,38.29,Silt,1.23,25.28,36.97,634.16,7.4,14.11,Central,668,Kharif,Sugarcane,Sprinkler,148.28,14.21,72.07,0.5323102633799106
118,97,137,6.17,61.54,Silt,0.81,16.05,37.02,1151.37,5.5,12.61,Central,2046,Rabi,Sugarcane,Rainfed,330.01,13.71,78.58,0.3954890761835702
119,37,83,6.92,31.42,Sandy,0.48,11.35,71.83,1025.17,4.37,10.85,East,1272,Zaid,Sugarcane,Rainfed,256.44,12.88,75.98,0.8908241315106276
79,78,80,7.29,40.38,Silt,1.15,32.31,83.99,2389.77,9.73,8.0,West,695,Kharif,Sugarcane,Drip,301.37,0.16,76.77,0.09446242580108688
45,18,31,5.69,21.32,Loamy,0.46,39.35,35.77,2526.07,9.15,8.35,East,116,Zaid,Sugarcane,Rainfed,335.39,4.63,76.72,0.9490693936454213
48,75,147,6.05,36.01,Clay,1.23,29.21,32.62,2796.42,4.72,10.57,West,1544,Zaid,Sugarcane,Rainfed,157.56,11.94,75.83,0.4183833377132715
168,79,75,5.81,39.78,Clay,1.0,28.83,60.24,1285.67,8.58,14.31,South,1240,Kharif,Sugarcane,Drip,250.84,9.84,75.8,0.3341364118761734
68,19,32,6.95,41.48,Sandy,0.61,31.7,62.08,1110.63,6.71,17.25,North,737,Rabi,Sugarcane,Rainfed,104.66,16.49,72.27,0.10736111845066776
80,18,79,5.89,31.7,Loamy,1.54,35.7,42.04,1981.19,6.44,10.44,Central,552,Rabi,Sugarcane,Canal,285.67,18.6,74.61,0.6374988029341632
166,70,125,6.15,26.87,Loamy,0.34,34.53,36.65,2186.14,7.12,13.99,Central,868,Kharif,Sugarcane,Rainfed,296.53,19.83,77.38,0.8267276483962821
31,59,99,6.14,15.62,Sandy,0.62,23.11,69.9,2406.69,5.28,17.71,Central,1841,Kharif,Sugarcane,Drip,220.14,22.33,74.29,0.10691986437982137
91,95,119,6.56,38.19,Clay,0.74,20.95,88.92,1175.86,7.49,17.56,North,1945,Kharif,Sugarcane,Drip,346.05,0.83,75.96,0.4021563818439675
118,76,48,5.68,26.83,Loamy,1.48,25.91,86.89,2280.23,5.99,2.13,West,904,Rabi,Sugarcane,Canal,338.17,3.31,76.37,0.7428215015848658
80,95,59,6.44,45.5,Silt,0.32,27.83,79.57,2189.57,6.07,17.74,North,1821,Kharif,Sugarcane,Sprinkler,98.51,7.13,75.33,0.05085396883373983
94,70,136,5.2,53.22,Clay,1.56,10.79,48.12,460.95,4.77,4.73,West,1001,Zaid,Sugarcane,Drip,309.37,9.24,74.78,0.6536986929050792
97,49,143,7.43,28.75,Sandy,1.47,33.6,46.7,2177.49,10.97,12.95,West,1094,Rabi,Sugarcane,Rainfed,182.94,15.75,75.17,0.7739361288236722
176,90,132,7.99,25.23,Clay,0.45,10.2,49.75,2501.56,10.04,3.32,Central,836,Rabi,Sugarcane,Drip,65.28,17.39,74.5,0.6997130771543372
167,72,37,6.62,23.62,Sandy,1.36,13.58,86.2,2201.91,5.69,6.85,North,862,Rabi,Sugarcane,Sprinkler,230.2,5.85,75.98,0.7416030197372087
66,61,125,6.42,42.6,Loamy,0.33,17.82,37.01,982.8,9.06,12.51,North,313,Rabi,Sugarcane,Canal,258.97,16.83,75.94,0.018524576745955867
47,48,147,6.92,34.36,Silt,0.55,10.44,62.26,600.56,10.78,1.06,East,1614,Kharif,Sugarcane,Sprinkler,289.3,6.35,75.97,0.672262939932566
119,94,100,5.45,60.07,Silt,1.13,32.52,49.39,844.61,6.32,6.79,East,1941,Zaid,Sugarcane,Sprinkler,326.19,23.35,77.72,0.5307506023881423
30,48,105,4.83,55.39,Loamy,1.19,28.02,41.3,1034.16,8.42,11.31,West,1538,Zaid,Sugarcane,Sprinkler,111.24,20.59,73.4,0.2006163711246527
141,50,128,6.9,49.58,Silt,1.21,31.76,40.6,1334.24,5.94,16.42,South,1617,Zaid,Sugarcane,Drip,220.47,4.49,75.53,0.2625502300200002
138,93,123,7.23,39.08,Sandy,1.07,30.97,72.47,1776.39,4.42,11.13,Central,132,Zaid,Sugarcane,Drip,327.84,12.03,77.59,0.6980743384786489
117,88,100,6.67,19.85,Clay,1.13,25.91,35.34,747.04,5.99,12.06,East,93,Zaid,Sugarcane,Drip,190.82,16.44,73.1,0.3289197782107244
122,43,102,6.32,17.38,Loamy,1.2,26.95,86.78,2326.65,9.63,9.64,North,2194,Kharif,Sugarcane,Sprinkler,248.4,14.91,73.49,0.819868147527005
88,34,47,7.41,19.67,Silt,0.7,29.35,78.18,1850.94,8.61,9.67,West,1493,Kharif,Sugarcane,Canal,123.0,11.09,72.88,0.2980425227913559
47,71,142,5.59,43.59,Clay,0.36,29.81,77.83,1556.37,8.65,6.86,North,1150,Kharif,Sugarcane,Canal,327.04,5.6,74.76,0.4386553813503745
170,33,116,7.75,31.06,Silt,1.58,16.79,85.02,586.56,8.47,12.78,South,1179,Rabi,Sugarcane,Sprinkler,239.91,22.47,73.62,0.23094166459874443
153,68,55,5.32,29.11,Loamy,1.09,26.56,61.38,2753.92,10.69,4.54,West,1268,Kharif,Sugarcane,Rainfed,265.26,14.28,75.14,0.17260911290227454
146,21,99,5.59,58.02,Loamy,1.32,18.53,73.43,1770.32,6.87,3.46,West,789,Kharif,Sugarcane,Drip,274.69,22.34,75.65,0.48071405648435594
145,38,85,7.48,47.08,Loamy,0.62,20.62,53.18,2535.24,6.66,13.9,East,1512,Rabi,Sugarcane,Sprinkler,112.96,24.43,74.96,0.821031947096431
103,62,87,7.59,21.79,Clay,1.28,37.12,65.97,1079.72,8.75,16.44,Central,1587,Zaid,Sugarcane,Rainfed,309.73,14.1,73.13,0.7829341727398672
163,23,30,7.02,21.7,Sandy,0.54,36.2,86.29,2739.76,9.04,8.28,North,1870,Rabi,Sugarcane,Sprinkler,296.9,7.09,74.88,0.8518879824703832
168,94,79,6.55,35.35,Loamy,0.53,37.56,60.79,1770.07,5.69,10.92,West,1948,Rabi,Sugarcane,Rainfed,185.85,12.69,74.36,0.26536973312034395
42,16,29,4.8,58.3,Clay,1.32,39.56,74.14,1401.66,5.35,9.61,West,1335,Kharif,Sugarcane,Drip,333.55,3.75,76.46,0.03603737749918745
83,31,87,6.82,37.93,Sandy,1.19,20.67,54.88,807.92,10.62,8.29,East,1083,Kharif,Sugarcane,Canal,66.63,1.45,73.13,0.9252646416569643
157,26,109,8.02,24.54,Silt,1.0,30.99,89.14,2231.11,8.98,15.66,North,1611,Kharif,Sugarcane,Drip,99.26,2.34,71.77,0.7608914729612402
30,39,101,5.99,50.83,Silt,1.08,17.41,66.14,885.76,8.88,8.3,East,535,Kharif,Sugarcane,Canal,284.97,22.75,73.27,0.33880116992711296
116,82,83,4.8,38.92,Clay,0.32,38.72,66.71,1486.88,5.59,1.29,North,614,Rabi,Sugarcane,Sprinkler,296.25,18.7,75.08,0.9951594102001212
111,63,76,7.11,26.6,Loamy,1.42,16.33,81.98,2162.13,8.87,15.69,South,1379,Kharif,Sugarcane,Sprinkler,208.69,9.17,72.24,0.6154007547092398
116,97,23,6.97,24.09,Sandy,0.36,33.22,34.94,2561.28,8.87,11.61,East,252,Kharif,Sugarcane,Rainfed,154.2,3.65,74.36,0.7683999289487798
92,68,144,6.5,50.74,Clay,1.53,38.41,43.83,1851.94,6.68,11.25,North,781,Kharif,Sugarcane,Drip,139.77,16.41,75.02,0.2528549787625588
38,53,77,5.2,51.29,Silt,1.34,24.73,67.74,1963.06,10.95,11.82,North,232,Rabi,Sugarcane,Sprinkler,87.94,0.4,73.66,0.9257516930553055
123,18,109,5.34,50.11,Loamy,1.6,10.23,46.17,575.71,8.24,15.59,East,1707,Kharif,Sugarcane,Sprinkler,305.85,0.22,75.24,0.41473580252999376
112,79,130,6.93,43.28,Sandy,1.32,16.84,77.68,2117.29,6.27,8.07,West,259,Zaid,Sugarcane,Canal,249.92,20.14,76.29,0.7848829833877943
109,99,21,6.52,23.02,Sandy,0.52,11.17,83.7,491.81,9.35,4.03,East,626,Zaid,Sugarcane,Canal,244.55,19.64,74.42,0.2000089211127476
98,91,76,7.42,20.36,Sandy,0.98,33.95,59.55,2025.26,8.82,12.84,South,1807,Kharif,Sugarcane,Rainfed,348.26,12.19,77.48,0.625211533857515
86,38,78,7.89,33.12,Clay,0.85,27.27,55.13,2220.68,8.41,5.47,Central,755,Rabi,Sugarcane,Drip,104.29,10.1,74.69,0.6967955139643413
136,17,90,6.74,45.8,Loamy,0.58,21.57,59.58,765.33,10.18,4.91,Central,1498,Zaid,Sugarcane,Drip,195.43,6.42,74.31,0.5960301609498011
77,24,89,6.1,15.78,Loamy,0.58,33.46,41.97,461.46,8.97,7.96,South,2159,Kharif,Sugarcane,Rainfed,198.73,23.35,72.75,0.4603861756750406
137,82,106,4.97,41.39,Clay,1.23,38.56,61.75,2215.22,5.08,11.87,West,1290,Rabi,Sugarcane,Drip,197.07,20.01,73.85,0.47570407818905625
